"longitude","latitude"
2493262.49503724,1120887.12593806
2543556.62935422,1151752.07528039
2729613.88215834,1279936.34515626
2683078.83673412,1246519.43330775
2534321.04027353,1152578.39502961
2691180.24727191,1283992.09452781
2749123.97149874,1272162.37288872
2618062.3093428,1127866.74113891
2495465.91820917,1114505.76586381
2764464.88035712,1258938.10483255
2611389.36632992,1270076.23288194
2569647.2432281,1165974.3615001
2563985.97920845,1128513.73762766
2683412.57301026,1246620.03951938
2560400.54070314,1138569.11927716
2529680.29756848,1168561.36438538
2705650.32582264,1116723.79731884
2515658.92167161,1147033.67322451
2705243.47234012,1114127.92845445
2527563.09717888,1152423.23322727
2704227.54666446,1231049.40902977
2758920.68232555,1262062.92713104
2677190.97829227,1258642.6854485
2676643.99251503,1224335.80824397
2586994.26603765,1120560.87129357
2623071.35227177,1239830.68178019
2717736.79861276,1095950.88599166
2682478.92320959,1233438.35285047
2648117.7903475,1179953.2156445
2666544.06068664,1211221.25866493
2657507.51564057,1175159.78538099
2649230.09598862,1220529.30899111
2626763.91196456,1093127.45067482
2681162.53517486,1247730.9765358
2627913.78613765,1266292.37087872
2665985.28535081,1211574.21600078
2500440.50490125,1117852.83152378
2681519.76215281,1224769.78572767
2500337.25045822,1118041.9510541
2695260.40364593,1240517.34652382
2706920.51361253,1228958.95763882
2707512.46223023,1249401.03958415
2500862.78781591,1118497.77181474
2640541.34262622,1188094.48569372
2498501.74742228,1117555.74741683
2579777.21791685,1207294.05601507
2690229.29291396,1153899.18272326
2583325.09161419,1215349.15366147
2584993.06471544,1221889.3380177
2712832.88135229,1111847.5159619
2563046.50699448,1205336.85343721
2501460.37183123,1118161.74511597
2604734.15677654,1131096.1937546
2746733.1959845,1254874.97187031
2498855.60408329,1119325.93384618
2702321.437651,1112782.4973218
2518744.61753811,1175815.10993407
2684552.89181038,1252607.54438901
2706647.06563246,1279824.18833037
2665951.14701249,1211470.94739541
2682113.13666431,1227790.92125981
2504731.99362899,1117399.53017271
2686019.20390959,1237223.26520286
2493308.17345867,1124504.08986271
2544610.30322307,1148902.87247743
2632657.79571763,1171102.80820023
2696639.57005723,1114150.40530194
2489586.77227869,1115502.58677725
2626239.97242535,1102563.32647424
2640013.8719454,1159442.52055298
2719269.31026396,1080602.13919752
2490815.78110681,1115962.58369323
2683674.48145504,1246392.67930376
2492524.59446182,1116811.9797164
2616014.07140212,1270108.95227307
2666886.68091094,1211963.6544759
2559903.27492035,1142170.67131511
2683062.25185997,1248191.26142026
2711343.49678629,1090441.5694014
2702502.65536534,1112549.73975606
2500738.27382151,1119275.59673406
2639997.80244624,1197886.22444997
2638761.68100621,1161064.63178702
2501117.09371267,1118001.35015418
2680932.56623466,1222028.33553221
2701677.66268207,1243333.26545957
2515012.9706342,1144965.73610593
2680390.76431756,1126038.39372916
2496601.44163483,1114784.61995391
2677270.10765053,1241529.38981067
2713761.8326437,1094730.13116358
2615136.81697493,1177889.45790433
2678865.97905739,1227487.95717847
2680081.5759061,1250272.31719132
2616725.31884488,1128711.35989218
2662102.20458012,1203488.72521439
2500754.49370413,1119393.15505007
2600506.92225586,1200273.37377468
2587304.83051969,1193371.67549886
2703724.49445216,1114264.24997726
2708850.84181115,1117972.80668972
2823476.77116306,1182670.06108333
2576255.50268917,1195781.01480401
2683797.08655434,1211800.03960802
2614646.19170433,1178563.85724731
2552493.48659706,1134191.81315674
2499201.17773769,1117097.90113137
2579495.54268628,1183358.13392612
2669593.24274407,1209582.38377919
2585992.69359367,1201475.58748738
2601920.87807308,1195462.67245629
2500857.24968389,1118468.36944137
2601597.77840896,1199666.23885768
2491263.487792,1116635.59818504
2666007.62011266,1211570.14569628
2500633.73442486,1118256.31609938
2622847.96598806,1095395.05123648
2499303.93623953,1120677.73734067
2634167.35620767,1224863.22400508
2616015.33258199,1177462.2131458
2705934.27224678,1239090.52953434
2655845.16296121,1213514.30791775
2602033.58550666,1201864.93790164
2693694.48738019,1231696.76651284
2689646.90002003,1249503.47656749
2738240.19574355,1253911.20645166
2750043.50311673,1188183.2232134
2683258.37388118,1246703.34836662
2718177.68812863,1267567.90108125
2608362.68687334,1261082.2391312
2683126.01401986,1243974.53687136
2500860.5278082,1118493.33126525
2700539.13223421,1260000.39260043
2700361.64304166,1253002.3204263
2700354.90101995,1253006.81957058
2718163.30167055,1138102.85551848
2706351.28737907,1280013.0268125
2668057.05567876,1260462.38321497
2559304.20643512,1142446.15834771
2622846.37612336,1171700.92290882
2713349.95500208,1090941.23038465
2611141.89086765,1267894.55448597
2631646.95161716,1172629.77258456
2691057.3520277,1247965.0167665
2806524.93197621,1186963.21678662
2636052.49491224,1160356.62470121
2590356.68824303,1109327.12510977
2631580.83206123,1170845.3738723
2720839.58346056,1087159.61315419
2564281.25216276,1143622.40648991
2545584.3590873,1148606.02956778
2683506.54069539,1247759.53351368
2682993.58561957,1247896.22536376
2500690.8458946,1119466.53588687
2670496.32575011,1252493.38053282
2533635.18238483,1151767.14998259
2638603.78710286,1159057.43482363
2703615.14044071,1230569.01267171
2529162.98385334,1167544.44843896
2602158.64334145,1129073.05130079
2784567.72007521,1188168.76573468
2701051.08888066,1286987.47889134
2500303.01889936,1120098.62403044
2702392.48711562,1228554.19637874
2537616.6402672,1150854.23962887
2673476.39891853,1202792.70981895
2569972.50080578,1136293.0824457
2540512.6065566,1139345.91994147
2559996.4982458,1138309.05135568
2500974.61394535,1123260.21318485
2675273.19956759,1159045.5734695
2714429.29168454,1087729.53920254
2635000.60880395,1163156.93187597
2500830.08952753,1117531.43554602
2659202.75168632,1268633.27762399
2615519.67590549,1270352.5589704
2500851.95298285,1115916.68012378
2532098.39509523,1155844.26029187
2649527.31268435,1137639.32464894
2683369.70225416,1247132.71314347
2689766.18573989,1194567.78534362
2560674.92313005,1139334.04190538
2571617.38988575,1211114.19679247
2555281.65154774,1156564.22163727
2666302.83488441,1211808.18790943
2535793.11898138,1152878.4642826
2683349.1262209,1247694.09860722
2501799.93050785,1144285.43480396
2600357.98641018,1203169.07431529
2559750.26909947,1142145.70119967
2678188.93338923,1209916.71082866
2792117.0270818,1147567.90679892
2767792.56771313,1252024.89152415
2612612.26764557,1265563.24563175
2539081.91148109,1151435.69234784
2602889.35031122,1096645.75778942
2709338.9479845,1113776.5059862
2537451.2530528,1185052.93787372
2501710.82941298,1118371.21528982
2689207.70787037,1255756.70357092
2776442.58352853,1142440.22426198
2644107.57488467,1169092.3076124
2554194.81264651,1148599.60977913
2501186.21318979,1117260.65117513
2675923.33510239,1207437.13889128
2735650.65052975,1223289.27467007
2619007.24014966,1240210.80069147
2603978.19738084,1133491.99838547
2647748.56644488,1137447.31413159
2532303.35921954,1167320.60978136
2772782.47722162,1200216.81176657
2488815.6395549,1119436.71875357
2566290.49922245,1205985.50773021
2677814.79941023,1230542.27772435
2537998.92909492,1151438.93622906
2499723.92297721,1117768.20080199
